RFmax_5920012,WLmean_5721442,SFmean_5721442,RFmean_5920012,RHmean_GK48617,WLmax_5721442,TXmean_GK48617,RHmin_GK48617,RFmean_6021060,SFmean_6019411,RHmax_KB48615,TNmean_KB48615,TMmean_GK48617,RHmin_KB48615,RHmean_KB48615,TXmin_GK48617,RFmean_6022001,TXmin_KB48615,Cases
0.016138989,0.172863517,0.028926,0.047057727,0.720292504,0.153645833,0.659539473,0.496402878,0.012573803,0.135076748,0.8875,0.578341015,0.66080402,0.66779661,0.723335488,0.679245283,0.033370412,0.588235294,Low
0.055295881,0.120466766,0.015627544,0.000232959,0.733698964,0.103515625,0.588815789,0.374100719,0.149792259,0.048371274,0.625,0.615207373,0.461055278,0.894915254,0.946994182,0.688679245,0.092463849,0.666666667,Low
0.000440956,0.119208329,0.015521355,0.002795509,0.620962827,0.112630208,0.608552631,0.446043165,0.006122895,0.03432009,0.854166667,0.605990784,0.640703518,0.671186441,0.597285068,0.688679245,0.02919911,0.637254902,Low
0.004674134,0.224917057,0.052137829,0.083632297,0.402193784,0.270833333,0.623355263,0.503597122,0.008090969,0.153441386,0.733333333,0.564516129,0.731155779,0.603389831,0.758241758,0.650943396,0.000695217,0.509803922,Low
0.109798042,0.18075735,0.031172496,0.001397754,0.49055454,0.171875,0.574013158,0.514388489,0.15143232,0.106317984,0.508333333,0.626728111,0.688442212,0.6,0.535229476,0.5,0.079949944,0.480392157,Low
0.001852015,0.519963391,0.23181978,0.196803802,0.505789153,0.685546875,0.325657894,0.474820144,0.00382681,0.754843619,0.729166667,0.589861752,0.650753768,0.549152542,0.422753717,0.58490566,0.080923248,0.519607843,Low
0.163506482,0.242191969,0.053787305,0.015421889,0.50274223,0.220052083,0.463815789,0.550359712,0.425431883,0.207442511,0.2875,0.631336405,0.45477387,0.583050847,0.526179703,0.169811321,0.390572859,0.078431373,Low
0.01031837,0.185562293,0.032458568,0.01467642,0.474710542,0.16015625,0.399671053,0.428057554,0.023507544,0.081659886,0.391666667,0.642857144,0.525125628,0.528813559,0.315449257,0.235849057,0.035456062,0.117647059,Low
0.027427463,0.132364718,0.019220286,0.000232959,0.560329067,0.151692708,0.47368421,0.417266187,0.021211459,0.050405378,0.429166667,0.585253456,0.587939699,0.552542373,0.392372333,0.396226415,0.041713014,0.480392157,Low
0.000440956,0.086031347,0.009417822,0,0.513101767,0.069661458,0.628289473,0.399280576,0.000546687,0.027940073,0.683333333,0.605990784,0.572864322,0.559322034,0.426632191,0.537735849,0,0.480392157,Low
0,0.089234641,0.010150529,0.006289894,0.411943936,0.103515625,0.417763157,0.298561151,0,0.022926945,0.825,0.642857144,0.628140705,0.505084746,0.444731739,0.688679245,0,0.598039216,Low
0.011905812,0.09358197,0.010526912,0.022084518,0.305301645,0.08203125,0.444078947,0.40647482,0,0.02902565,0.4375,0.799539171,0.605527639,0.708474576,0.755009696,0.339622642,0,0.235294118,Low
0.026898316,0.097586089,0.011234841,0.027955085,0.300426569,0.076822917,0.460526316,0.428057554,0.042969604,0.080927753,0.520833333,0.658986176,0.645728644,0.515254237,0.414996768,0.29245283,0.04727475,0.176470588,Low
0.023282476,0.104221485,0.012622383,0.029818758,0.472882389,0.08203125,0.328947368,0.309352518,0.039033457,0.074836262,0.308333333,0.612903226,0.512562815,0.596610169,0.455074338,0.566037736,0.024332592,0.558823529,Low
0.022488756,0.120352362,0.01617501,0.023295905,0.460694698,0.140625,0.12993421,0.482014388,0.008746993,0.071352318,0.241666667,0.741935484,0.515075377,0.566101695,0.388493859,0.226415094,0.012513904,0.235294118,Low
0.032189787,0.140372955,0.020168912,0.044961096,0.332114564,0.138671875,0.3125,0.539568345,0.002186748,0.073025765,0.258333333,0.619815668,0.53517588,0.477966102,0.306399483,0.235849057,0.00903782,0.088235294,Low
0.068348179,0.149639629,0.02249446,0.045659973,0.478366849,0.137369792,0.128289473,0.507194245,0.014760551,0.085486454,0.641666667,0.615207373,0.447236182,0.474576271,0.305106658,0.264150943,0.089682981,0.294117647,Low
0.055119499,0.125157305,0.016991488,0.003727345,0.421084704,0.134765625,0.347039473,0.291366906,0.099497048,0.067922473,0.566666667,0.534562211,0.442211056,0.630508475,0.666451196,0.094339623,0.015989989,0.049019608,Low
0.00661434,0.141059375,0.020278641,0.006755812,0.375380865,0.12109375,0.28125,0.478417266,0.041220206,0.028214172,0.391666667,0.523041474,0.474874372,0.572881356,0.450549451,0.443396226,0,0.411764706,Low
0.00881912,0.15169889,0.02390324,0.070353632,0.276051188,0.164713542,0.258223684,0.464028777,0.01946206,0.124152457,0.383333333,0.605990784,0.482412061,0.623728814,0.462831286,0.367924528,0.034760845,0.392156863,Low
0.095511068,0.080883194,0.009121672,0.008386526,0.469226082,0.095052083,0.330592105,0.413669065,0.04865515,0.043181425,0.629166667,0.610599079,0.482412061,0.555932203,0.426632191,0.188679245,0.038932147,0.303921569,Low
0.012787724,0.032261755,0.002634678,0,0.403412553,0.0234375,0.412828947,0.370503597,0.01312049,0.021426614,0.470833333,0.661290323,0.324120604,0.586440678,0.450549451,0.452830189,0.027808676,0.519607843,Low
0,0.036037067,0.003032298,0.030750594,0.446678854,0.037109375,0.273026316,0.600719424,0.001093374,0.0325132,0.420833333,0.661290323,0.414572865,0.586440678,0.414350356,0.556603774,0.006952169,0.529411765,Low
0.018784725,0.047935019,0.004549627,0.015608256,0.438756855,0.056640625,0.297697368,0.54676259,0.010387054,0.026313512,0.3875,0.460829494,0.394472363,0.403389831,0.323206205,0.20754717,0.054922136,0.460784314,Low
0.015874416,0.092781146,0.011072018,0.029166473,0.555149299,0.110677083,0.208881579,0.446043165,0.056855456,0.056789001,0.4375,0.557603687,0.394472363,0.525423729,0.360051713,0.226415094,0.075083426,0.235294118,Low
0.021165888,0.077794303,0.008197824,0.009970647,0.510664229,0.068359375,0.425986842,0.539568345,0.027990378,0.030194178,0.479166667,0.571428571,0.587939699,0.46440678,0.365223012,0.075471698,0.054922136,0.245098039,Low
0.00881912,0.054112802,0.005133669,0.013744584,0.463741621,0.0703125,0.508223684,0.568345324,0.015853925,0.019424969,0.429166667,0.488479263,0.434673368,0.457627119,0.367162249,0.537735849,0.013209121,0.509803922,Low
0.009260076,0.085001716,0.009448499,0.013045707,0.47714808,0.096354167,0.610197369,0.370503597,0.021867483,0.022158747,0.375,0.642857144,0.434673368,0.53559322,0.462184874,0.641509434,0.003476085,0.549019608,Low
0.016756328,0.120809976,0.01636733,0.081722033,0.709932968,0.13671875,0.779605264,0.496402878,0.021867483,0.055129981,0.35,0.562211982,0.429648242,0.491525424,0.372333549,0.688679245,0.062291435,0.598039216,Low
0.062174795,0.104907905,0.012793466,0.045659973,0.501523461,0.100260417,0.820723684,0.629496403,0.102230483,0.06862936,0.433333333,0.53686636,0.304020101,0.484745763,0.405300582,0.820754717,0.079532814,0.725490196,Low
0.029544052,0.106852763,0.013378688,0.013744584,0.566727605,0.107421875,0.472039474,0.442446043,0.095123551,0.059969993,0.391666667,0.50921659,0.075376885,0.593220339,0.436328377,0.877358491,0.092463849,0.774509804,Low
0.021165888,0.119437135,0.015847002,0.026557331,0.587446679,0.119791667,0.674342105,0.503597122,0.042641592,0.081126114,0.370833333,0.589861752,0.336683418,0.576271186,0.429864253,0.462264151,0.02919911,0.401960784,Low
0.034747332,0.106738359,0.013244181,0.024600475,0.38147471,0.12109375,0.661184211,0.600719424,0.012027116,0.075370034,0.391666667,0.580645161,0.145728643,0.501694915,0.320620556,0.716981132,0.025723026,0.68627451,Low
0.01543346,0.165427297,0.027394513,0.023761823,0.565508836,0.174479167,0.784539474,0.514388489,0.015853925,0.149030555,0.504166667,0.550691244,0.33919598,0.522033898,0.414350356,0.726415094,0.066740823,0.725490196,Low
0.029014904,0.123098044,0.017109477,0.015421889,0.596587447,0.149088542,0.842105263,0.424460432,0.139951892,0.086828097,0.554166667,0.513824885,0.23115578,0.583050847,0.521008403,0.849056604,0.028503893,0.784313725,Low
0.029103096,0.039469168,0.003576224,0.023062946,0.424741011,0.056640625,0.838815789,0.874100719,0.001093374,0.030186964,0.375,0.594470047,0.223618092,0.528813559,0.468648998,0.783018868,0.022246941,0.539215686,Low
0.036158391,0.073675781,0.0084338,0.109490752,0.655697745,0.104817708,0.746710526,0.460431655,0.05499672,0.048468652,0.479166667,0.624423963,0.326633166,0.389830508,0.334841629,0.877358491,0.038932147,0.725490196,Low
0.086603757,0.044274111,0.003874734,0.011880911,0.981718464,0.040364583,0.628289473,0.428057554,0.048873825,0.025469575,0.366666667,0.633640553,0.422110552,0.555932203,0.457659987,0.471698113,0.066045606,0.637254902,Low
0.016579945,0.052739961,0.004865836,0.073568467,0.664838513,0.047526042,0.730263158,0.399280576,0.08418981,0.018883984,0.470833333,0.603686635,0.301507538,0.498305085,0.374919198,0.594339623,0.045189099,0.558823529,Low
0.120821942,0.11589063,0.01587178,0.109863486,0.831200487,0.118489583,0.634868421,0.449640288,0.060135578,0.098744193,0.354166667,0.64516129,0.268844221,0.583050847,0.511312217,0.70754717,0.066740823,0.676470588,Low
0.078049211,0.159935934,0.027533739,0.017425337,0.458866545,0.181640625,0.751644736,0.294964029,0.044062978,0.124224588,0.4625,0.610599079,0.198492462,0.403389831,0.294117647,0.698113208,0.036151279,0.647058824,Low
0.012964106,0.126530145,0.01697025,0.104505428,0.460694698,0.111979167,0.809210526,0.399280576,0.01946206,0.075315935,0.404166667,0.580645161,0.407035177,0.508474576,0.480930834,0.754716981,0.05631257,0.666666667,Low
0.062086604,0.160164741,0.025884263,0.003727345,0.542961609,0.166666667,0.672697369,0.464028777,0.06811721,0.071925762,0.416666667,0.465437789,0.472361809,0.33559322,0.316742081,0.839622642,0.031284761,0.705882353,Low
0.003615839,0.156618236,0.025330898,0.203419839,0.371724558,0.177734375,0.611842105,0.521582734,0.020774109,0.235516028,0.5875,0.576036866,0.577889448,0.450847458,0.352941176,0.650943396,0.084816463,0.617647059,Low
0.20530911,0.170918659,0.030346579,0.156688254,0.371115174,0.224609375,0.597039473,0.402877698,0.221954953,0.184454254,0.791666667,0.479262673,0.721105527,0.583050847,0.480930834,0.566037736,0.42185762,0.598039216,Low
0.133609666,0.527514014,0.226540986,0.467735172,0.626447288,0.628255208,0.71875,0.679856115,0.146512136,0.726387807,0.566666667,0.548387097,0.851758795,0.783050847,0.750484809,0.556603774,0.200917686,0.568627451,High
0.624040921,0.333028257,0.094864915,0.085076644,0.519804997,0.399088542,0.648026315,0.517985612,0.159085939,0.372648519,0.795833333,0.470046082,0.500000001,0.644067797,0.526179703,0.726415094,0.151001112,0.68627451,Low
0.100008819,0.2364718,0.051839319,0.102967898,0.824497258,0.241536458,0.597039473,0.428057554,0.131751585,0.323422488,0.491666667,0.481566821,0.595477387,0.715254237,0.714285714,0.698113208,0.344688543,0.62745098,Low
0.078490167,0.159707127,0.024864844,0.024227741,0.460085314,0.139973958,0.620065789,0.370503597,0.03170785,0.144818085,0.9375,0.596774194,0.673366834,0.606779661,0.480284421,0.443396226,0.026557286,0.450980392,Low
0.032807126,0.171147466,0.028330159,0.089689233,0.398537477,0.165364583,0.661184211,0.258992806,0.024491581,0.186693932,0.779166667,0.617511521,0.811557789,0.830508475,0.83904331,0.679245283,0.053253615,0.578431373,Low
0.071964018,0.223429814,0.056923433,0.303918371,0.263254113,0.462890625,0.641447369,0.251798561,0.040345506,0.259734124,0.5625,0.67281106,0.79396985,0.46779661,0.594053006,0.58490566,0.035595106,0.647058824,High
0.436899197,0.283262784,0.076831591,0.137958347,0.160877514,0.462890625,0.638157895,0.431654676,0.180734747,0.580192014,0.7625,0.479262673,0.75879397,0.515254237,0.453781513,0.641509434,0.137931035,0.62745098,Low
0.243495899,0.169088205,0.027396872,0,0.149908592,0.145833333,0.549342105,0.35971223,0.059260879,0.105001587,0.591666667,0.566820276,0.768844222,0.647457627,0.677440207,0.698113208,0.002780868,0.598039216,Low
0,0.138084887,0.01948694,0,0.564290067,0.115234375,0.71875,0.384892086,0,0.051617185,0.379166667,0.633640553,0.673366834,0.528813559,0.508080155,0.471698113,0,0.411764706,Low
0,0.118407505,0.015246442,0,0.365630713,0.09765625,0.672697369,0.370503597,0.003280122,0.032336478,0.45,0.532258065,0.738693467,0.471186441,0.323852618,0.801886792,0.006952169,0.705882353,High
0,0.099073333,0.011567568,0,0.343083486,0.081380208,0.671052631,0.338129496,0.000546687,0.02325875,0.458333333,0.569124424,0.650753768,0.511864407,0.425985779,0.764150943,0,0.725490196,High
0,0.088548221,0.009837861,0.000232959,0.275441804,0.069661458,0.623355263,0.388489209,0,0.016406273,0.1875,0.705069124,0.826633165,0.505084746,0.435035552,0.641509434,0,0.588235294,High
0.000440956,0.081912825,0.008766527,0,0.315661182,0.064453125,0.590460526,0.255395683,0,0.011959376,0.15,0.799539171,0.721105527,0.247457627,0.108597285,0.669811321,0,0.578431373,High
0,0.075849445,0.007875716,0,0.335770871,0.0625,0.235197368,0.352517986,0,0.008659367,0.225,0.760368663,0.620603015,0.210169492,0.085972851,0.518867925,0.004866518,0.411764706,Low
0,0.065324334,0.006394963,0.044169035,0.31261426,0.050130208,0.480263158,0.309352518,0.000546687,0.007425921,0.3375,0.656682027,0.547738694,0.403389831,0.24951519,0.245283019,0,0.215686275,Low
0.083252491,0.109827251,0.014395747,0.015235522,0.281535649,0.126953125,0.374999999,0.424460432,0.028099716,0.020038085,0.35,0.71889401,0.520100503,0.505084746,0.358112476,0.518867925,0,0.509803922,High
0.028397566,0.067955611,0.006758367,0.020267437,0.224862888,0.054036458,0.575657895,0.417266187,0.004701509,0.008197726,0.183333333,0.785714285,0.655778894,0.403389831,0.294764059,0.188679245,0,0.18627451,High
0.036599347,0.08008237,0.008666237,0.000232959,0.371115174,0.081380208,0.152960525,0.129496403,0.014213864,0.009939698,0.116666667,0.737327189,0.484924623,0.386440678,0.180995475,0.698113208,0,0.588235294,High
0.000440956,0.068870839,0.006973106,0,0.316879951,0.072916667,0.299342105,0.258992806,0,0.005243948,0.1625,0.668202765,0.500000001,0.389830508,0.1822883,0.018867925,0,0,Low
0,0.064065896,0.00632889,0.001118203,0.146252285,0.071614583,0.149671053,0.255395683,0.001093374,0.003895092,0.379166667,0.755760369,0.550251256,0.322033898,0.148028442,0.254716981,0,0.205882353,Low
0.001322868,0.092666743,0.010957569,0.019382193,0.231566118,0.110677083,0.180921053,0.366906475,0.001312049,0.008071497,0.25,0.702764977,0.623115579,0.294915254,0.184873949,0.198113208,0,0.274509804,Low
