RFmax_5920012,RHmax_KB48615,RHmax_GK48617,SFmax_5721442,WLmax_5721442,RHmin_GK48617,WLmax_6019411,TXmin_GK48617,SFmax_6019411,RFmax_6121067,Cases
0.039686039,0.645833333,0.663865546,0.011394442,0.1015625,0.474820144,0.425503356,0.254716981,0.050914015,0.133124511,Low
0.001763824,0.470833333,0.504201681,0.012571688,0.108072917,0.507194245,0.299328859,0.141509434,0.058135861,0.00587314,Low
0.051591851,0.45,0.62605042,0.009407165,0.08984375,0.402877698,0.394630872,0.20754717,0.038050102,0.086139389,Low
0.032277979,0.298611111,0.470588235,0.009520569,0.090494792,0.431654676,0.173154362,0.481132075,0.02647258,0.140955364,Low
0.024693536,0.470833333,0.43697479,0.00436877,0.052734375,0.492805755,0.238926174,0.273584906,0.019679531,0.076350822,Low
0.007937208,0.458333333,0.420168067,0.00463878,0.0546875,0.428057554,0.433557047,0.320754717,0.02620176,0,Low
0.001322868,0.425,0.521008403,0.004978993,0.057942708,0.561151079,0.315436242,0.481132075,0.020853081,0.117462803,Low
0.029985007,0.433333333,0.378151261,0.00876454,0.0859375,0.741007194,0.31409396,0.528301887,0.040690589,0.043069695,Low
0.023370668,0.491666667,0.365546218,0.009639374,0.091145833,0.629496403,0.460402685,0.669811321,0.0812232,0.068519969,Low
0.045859423,0.445833333,0.592436975,0.008040912,0.080729167,0.625899281,0.343624161,0.08490566,0.118934778,0.091229444,Low
0.01763824,0.279166667,0.62605042,0.004428172,0.053385417,0.651079137,0.30738255,0.518867925,0.042541187,0.013703994,Low
0.024693536,0.3125,0.537815126,0.002737906,0.036458333,0.834532374,0.186577181,0.405660377,0.060415256,0.052858262,Low
0.014992504,0.441666667,0.823529412,0.009110153,0.087890625,0.708633094,0.475167785,0.669811321,0.099954863,0.001957713,Low
0.023811624,0.458333333,0.915966387,0.00644785,0.069661458,0.611510791,0.527516779,0.660377358,0.169329722,0.142913078,Low
0.027162889,0.2625,0.907563025,0.017831492,0.134114583,0.68705036,0.397315436,0.537735849,0.055224554,0.111981206,Low
0.064996913,0.495833333,0.575630252,0.005740423,0.063802083,0.791366906,0.225503356,0.490566038,0.06896863,0.066953798,Low
0.033953611,0.291666667,0.890756303,0.008224519,0.08203125,0.589928058,0.413422819,0.716981132,0.058135861,0.157400157,Low
0.008378164,0.258333333,0.928571429,0.011167633,0.100260417,0.568345324,0.347651007,0.820754717,0.140622884,0.068519969,Low
0.016315372,0.241666667,0.668067227,0.014116148,0.116536458,0.456834532,0.300671141,0.764150943,0.099616339,0.015661707,Low
0.032542552,0.408333333,0.840336134,0.006890667,0.072916667,0.712230216,0.943624161,0.716981132,0.129948093,0.07165231,Low
0.013052297,0.3,0.911764706,0.006059035,0.06640625,0.758992806,0.926174497,0.735849057,0.062107876,0.144870791,Low
0.011464856,0.354166667,0.760504202,0.007965309,0.080078125,0.597122302,0.695302013,0.716981132,0.125840668,0.039154268,Low
0.008378164,0.3375,0.861344538,0.019883571,0.142578125,0.877697842,0.629530201,0.537735849,0.142089822,0.0614722,Low
0.031748831,0.4375,0.878151261,0.009774379,0.092447917,0.81294964,0.67114094,0.669811321,0.04746107,0.053249804,Low
0.02575183,0.445833333,0.857142857,0.005340807,0.060546875,0.758992806,0.559731544,0.679245283,0.052606635,0.221613156,Low
0.006261575,0.458333333,0.840336134,0.009007549,0.087239583,0.81294964,0.883221477,0.783018868,0.064071316,0.035238841,Low
0.022576947,0.4,0.886554622,0.013100908,0.111328125,0.694244604,0.786577181,0.735849057,0.047822162,0.081440877,Low
0.002645736,0.783333333,0.74789916,0.007252481,0.07421875,0.71942446,0.876510067,0.528301887,0.144391785,0.020360219,Low
0.011641238,0.825,0.647058824,0.018517318,0.13671875,0.651079137,0.8,0.641509434,0.026111487,0.048942835,Low
0.000440956,0.654166667,0.609243697,0.008921146,0.086588542,0.748201439,0.55033557,0.688679245,0.122635974,0.039937353,Low
0.00661434,0.579166667,0.495798319,0.007252481,0.07421875,0.723021583,0.383892617,0.669811321,0.47314376,0.019577134,High
0.057059705,0.479166667,0.928571429,0.03814168,0.202473958,0.712230216,0.29261745,0.669811321,0.923403295,0.293657009,Low
0.073992416,0.854166667,0.705882353,0.247993822,0.587890625,0.636690647,0.284563758,0.688679245,0.83962988,0.366483947,Low
0.294294029,0.8125,0.827731092,0.151567681,0.46484375,0.64028777,0.472483221,0.716981132,0.550259535,0.480422866,Low
0.097363083,0.429166667,0.567226891,0.038514294,0.203125,0.730215827,0.489932886,0.669811321,0.098420221,0.482772122,Low
0.007937208,0.841666667,0.575630252,0.018349912,0.136067708,0.776978417,0.255033557,0.716981132,0.162491537,0.176194205,Low
0.016138989,0.8875,0.735294118,0.023048094,0.153645833,0.496402878,0.370469799,0.679245283,0.062784924,0.014878622,Low
0.055295881,0.625,0.802521008,0.011750856,0.103515625,0.374100719,0.381208054,0.688679245,0.037350485,0.25724354,Low
0.000440956,0.854166667,0.617647059,0.01339252,0.112630208,0.446043165,0.461744966,0.688679245,0.240397202,0.01174628,Low
0.004674134,0.733333333,0.415966387,0.061821599,0.270833333,0.503597122,0.359731544,0.650943396,0.136718574,0.00587314,Low
0.109798042,0.508333333,0.634453782,0.028572509,0.171875,0.514388489,0.457718121,0.5,0.919521553,0.15348473,Low
0.001852015,0.729166667,0.537815126,0.357645077,0.685546875,0.474820144,0.613422819,0.58490566,0.327127059,0.072435395,Low
0.163506482,0.2875,0.466386555,0.044152113,0.220052083,0.550359712,0.504697987,0.169811321,0.098645904,0.382145654,Low
0.01031837,0.391666667,0.420168067,0.024824763,0.16015625,0.428057554,0.32885906,0.235849057,0.072714963,0.014487079,Low
0.027427463,0.429166667,0.609243697,0.02242167,0.151692708,0.417266187,0.214765101,0.396226415,0.030467163,0.055207518,Low
0.000440956,0.683333333,0.663865546,0.00644785,0.069661458,0.399280576,0.212080537,0.537735849,0.022545701,0.001957713,Low
0,0.825,0.420168067,0.011713054,0.103515625,0.298561151,0.228187919,0.688679245,0.046513202,0,Low
0.011905812,0.4375,0.256302521,0.008197518,0.08203125,0.40647482,0.171812081,0.339622642,0.131776123,0,Low
0.026898316,0.520833333,0.331932773,0.007452289,0.076822917,0.428057554,0.131543624,0.29245283,0.121236741,0.062646829,Low
0.023282476,0.308333333,0.487394958,0.008359524,0.08203125,0.309352518,0.11409396,0.566037736,0.072195893,0.124902114,Low
0.022488756,0.241666667,0.537815126,0.019516357,0.140625,0.482014388,0.13557047,0.226415094,0.092371925,0,Low
0.032189787,0.258333333,0.420168067,0.018954735,0.138671875,0.539568345,0.115436242,0.235849057,0.134123223,0.01174628,Low
0.068348179,0.641666667,0.478991597,0.018717126,0.137369792,0.507194245,0.190604027,0.264150943,0.121078763,0.024275646,Low
0.055119499,0.566666667,0.390756303,0.0180367,0.134765625,0.291366906,0.167785235,0.094339623,0.032114647,0.029365701,Low
0.00661434,0.391666667,0.289915966,0.015142188,0.12109375,0.478417266,0.322147651,0.443396226,0.230354322,0.060689115,Low
0.00881912,0.383333333,0.31092437,0.026342222,0.164713542,0.464028777,0.179865772,0.367924528,0.052471225,0.029365701,Low
0.095511068,0.629166667,0.428571429,0.010244197,0.095052083,0.413669065,0.209395973,0.188679245,0.023471,0.123727486,Low
0.012787724,0.470833333,0.378151261,0.001614663,0.0234375,0.370503597,0.281879195,0.452830189,0.044030693,0.043069695,Low
0,0.420833333,0.5,0.002764907,0.037109375,0.600719424,0.402684564,0.556603774,0.027104491,0.035238841,Low
0.018784725,0.3875,0.462184874,0.004806186,0.056640625,0.54676259,0.217449664,0.20754717,0.088241932,0.045027408,Low
0.015874416,0.4375,0.533613445,0.013009105,0.110677083,0.446043165,0.175838926,0.226415094,0.03258858,0.091620987,Low
0.021165888,0.479166667,0.491596639,0.006285844,0.068359375,0.539568345,0.244295302,0.075471698,0.022071767,0.007830854,Low
0.00881912,0.429166667,0.634453782,0.006550454,0.0703125,0.568345324,0.367785235,0.537735849,0.026743399,0.007830854,Low
0.009260076,0.375,0.470588235,0.010471006,0.096354167,0.370503597,0.327516779,0.641509434,0.110539382,0,Low
0.016756328,0.35,0.823529412,0.018506518,0.13671875,0.496402878,0.332885906,0.688679245,0.115414128,0.064604542,Low
0.062174795,0.433333333,0.87394958,0.011124432,0.100260417,0.629496403,0.214765101,0.820754717,0.086955541,0.177368833,Low
0.029544052,0.391666667,0.630252101,0.012404281,0.107421875,0.442446043,0.340939597,0.877358491,0.092665313,0.203602193,Low
0.021165888,0.370833333,0.617647059,0.014823575,0.119791667,0.503597122,0.386577181,0.462264151,0.170119612,0.062646829,Low
0.034747332,0.391666667,0.428571429,0.015034183,0.12109375,0.600719424,0.201342282,0.716981132,0.206883322,0.018010963,Low
0.01543346,0.504166667,0.760504202,0.02938254,0.174479167,0.514388489,0.204026846,0.726415094,0.124802528,0.006264683,Low
0.029014904,0.554166667,0.655462185,0.021768245,0.149088542,0.424460432,0.224161074,0.849056604,0.031753555,0.046985121,Low
0.029103096,0.375,0.37394958,0.004816987,0.056640625,0.874100719,0.191946309,0.783018868,0.068652674,0,Low
0.036158391,0.479166667,0.886554622,0.011902062,0.104817708,0.460431655,0.395973154,0.877358491,0.027849244,0.131166797,Low
0.086603757,0.366666667,0.920168067,0.00310512,0.040364583,0.428057554,0.131543624,0.471698113,0.017580682,0.098668755,Low
0.016579945,0.470833333,0.81092437,0.003801748,0.047526042,0.399280576,0.183892617,0.594339623,0.217828933,0.060689115,Low
0.120821942,0.354166667,0.93697479,0.014596766,0.118489583,0.449640288,0.652348993,0.70754717,0.294831866,0.091229444,Low
0.078049211,0.4625,0.714285714,0.03145082,0.181640625,0.294964029,0.969127517,0.698113208,0.093793726,0.075567737,Low
0.012964106,0.404166667,0.613445378,0.013289916,0.111979167,0.399280576,0.920805369,0.754716981,0.08722636,0.106108066,Low
0.062086604,0.416666667,0.861344538,0.02681204,0.166666667,0.464028777,0.812080537,0.839622642,0.384563304,0.106499608,Low
0.003615839,0.5875,0.390756303,0.030359978,0.177734375,0.521582734,0.303355705,0.650943396,0.360054164,0.13155834,Low
0.20530911,0.791666667,0.340336134,0.045896381,0.224609375,0.402877698,0.413422819,0.566037736,0.894899571,0.416209867,Low
0.133609666,0.566666667,0.852941176,0.28943503,0.628255208,0.679856115,0.234899329,0.556603774,0.479733694,0.120203602,High
0.624040921,0.795833333,0.81092437,0.115899297,0.399088542,0.517985612,0.167785235,0.726415094,0.421733243,0.129992169,Low
0.100008819,0.491666667,0.978991597,0.051788009,0.241536458,0.428057554,0.50738255,0.698113208,0.186752426,0.371965544,Low
0.078490167,0.9375,0.495798319,0.01933275,0.139973958,0.370503597,0.347651007,0.443396226,0.202053712,0.215740016,Low
0.032807126,0.779166667,0.478991597,0.026504228,0.165364583,0.258992806,0.955704698,0.679245283,0.788445046,0.00587314,Low
0.071964018,0.5625,0.214285714,0.150309432,0.462890625,0.251798561,0.630872483,0.58490566,0.91211916,0.02779953,High
0.436899197,0.7625,0.084033613,0.150196028,0.462890625,0.431654676,0.295302013,0.641509434,0.142518619,0.101801096,Low
0.243495899,0.591666667,0.096638655,0.02087181,0.145833333,0.35971223,0.276510067,0.698113208,0.056172422,0.028191073,Low
0,0.379166667,0.651260504,0.013937941,0.115234375,0.384892086,0.142281879,0.471698113,0.033852404,0.002349256,Low
0,0.45,0.638655462,0.010714016,0.09765625,0.370503597,0.119463087,0.801886792,0.02333559,0.002740799,High
0,0.458333333,0.302521008,0.008089514,0.081380208,0.338129496,0.15704698,0.764150943,0.017896637,0,High
0,0.1875,0.201680672,0.006426249,0.069661458,0.388489209,0.343624161,0.641509434,0.011983751,0,High
0.000440956,0.15,0.382352941,0.005772824,0.064453125,0.255395683,0.32885906,0.669811321,0.008846761,0.004306969,High
0,0.225,0.319327731,0.005508214,0.0625,0.352517986,0.24966443,0.518867925,0.012435116,0,Low
0,0.3375,0.600840336,0.004087959,0.050130208,0.309352518,0.275167785,0.245283019,0.034664861,0,Low
0.083252491,0.35,0.298319328,0.016319433,0.126953125,0.424460432,0.362416107,0.518867925,0.008282555,0.092795615,High
0.028397566,0.183333333,0.331932773,0.004509175,0.054036458,0.417266187,0.332885906,0.188679245,0.010088016,0.007047768,High
0.036599347,0.116666667,0.357142857,0.008148916,0.081380208,0.129496403,0.143624161,0.698113208,0.005935455,0.070086139,High
0.000440956,0.1625,0.319327731,0.006923069,0.072916667,0.258992806,0.500671141,0.018867925,0.004897314,0.01174628,Low
0,0.379166667,0.193277311,0.00669086,0.071614583,0.255395683,0.206711409,0.254716981,0.011329271,0,Low
0.001322868,0.25,0.239495798,0.013052306,0.110677083,0.366906475,0.118120805,0.198113208,0.004739336,0,Low
0.019402064,0.320833333,0.369747899,0.006987871,0.073567708,0.230215827,0.194630872,0.094339623,0.003024148,0.01174628,Low
0.00661434,0.241666667,0.281512605,0.004789986,0.055989583,0.28057554,0.143624161,0.320754717,0.02216204,0,High
0.121262898,0.129166667,0.138655462,0.008996749,0.087239583,0.179856115,0.332885906,0.216981132,0.008688784,0.01174628,High
0.050709939,0.083333333,0.352941176,0.009677175,0.091796875,0.287769784,0.159731544,0.330188679,0.042315504,0.014878622,High
0.032630743,0.020833333,0.512605042,0.007803303,0.079427083,0.089928058,0.116778523,0.169811321,0.074926653,0.033281128,Low
0.038804127,0.05,0.386554622,0.012868699,0.110026042,0.341726619,0.146308725,0.264150943,0.064229294,0,High
0.084663551,0.3625,0.323529412,0.008467529,0.083984375,0.31294964,0.252348993,0.311320755,0.019341007,0.178151919,High
0.019402064,0.583333333,0.369747899,0.002932314,0.0390625,0.456834532,0.358389262,0.216981132,0.019273302,0.086139389,High
0.000440956,0.4625,0.571428571,0.002079081,0.029296875,0.341726619,0.30738255,0.5,0.07145114,0,High
0.036158391,0.508333333,0.365546218,0.002997116,0.039713542,0.431654676,0.296644295,0.556603774,0.071473708,0.017619421,High
0.056442367,0.545833333,0.205882353,0.003304928,0.042317708,0.118705036,0.374496644,0.556603774,0.025118483,0.176194205,High
0.068700944,0.541666667,0.415966387,0.002775708,0.037109375,0.431654676,0.437583893,0.58490566,0.014014895,0.037196554,High
0.077167299,0.716666667,0.357142857,0.000891035,0.014322917,0.54676259,0.362416107,0.575471698,0.015662379,0.110415035,High
0.108475174,0.604166667,0.386554622,0.000804631,0.013020833,0.600719424,0.15033557,0.575471698,0.083683142,0.086139389,High
0.067113502,0.55,0.567226891,0.003218525,0.041666667,0.45323741,0.245637584,0.5,0.10690589,0.092404072,Low
0.057853426,0.5375,0.764705882,0.008705138,0.085286458,0.521582734,0.143624161,0.688679245,0.177612277,0.070477682,High
0.044360173,0.704166667,0.592436975,0.006204841,0.067708333,0.514388489,0.09261745,0.783018868,0.119927782,0.017619421,High
0.016403563,0.866666667,0.806722689,0.007349685,0.076171875,0.741007194,0.340939597,0.896226415,0.086210788,0.078308536,High
0.093835435,0.65,0.382352941,0.015223191,0.121744792,0.485611511,0.555704698,0.886792453,0.045542767,0.092795615,High
0.052561954,0.591666667,0.915966387,0.009828381,0.092447917,0.535971223,0.269798658,0.924528302,0.044188671,0.062646829,High
0.062174795,0.358333333,0.773109244,0.006204841,0.067708333,0.54676259,0.280536913,0.971698113,0.07600993,0.144870791,High
0.094011818,0.358333333,0.861344538,0.006809664,0.072265625,0.597122302,0.652348993,0.943396226,0.206025728,0.194596711,High
0.072316783,0.354166667,0.890756303,0.015341995,0.122395833,0.485611511,0.575838926,0.405660377,0.18605281,0.052858262,High
0.21262898,0.445833333,0.630252101,0.016465239,0.127604167,0.661870504,0.955704698,0.764150943,0.17066125,0.172278778,High
0.021254079,0.55,0.676470588,0.0128849,0.110026042,0.532374101,0.766442953,0.830188679,0.499684044,0.228269381,High
0.127171708,0.508333333,0.693277311,0.015363596,0.122395833,0.399280576,0.67114094,0.745283019,0.440442338,0.287000783,High
0.106887733,0.375,0.781512605,0.012058668,0.10546875,0.302158273,0.465771812,0.839622642,0.230850824,0.059514487,High
0.015874416,0.55,0.453781513,0.015352796,0.122395833,0.302158273,0.444295302,0.754716981,0.179101783,0.010571652,High
0.107064115,0.629166667,0.24789916,0.011934463,0.104817708,0.212230216,0.695302013,0.716981132,0.606070864,0.247454973,High
0.099479672,0.6875,0.5,0.047484042,0.229166667,0.330935252,0.966442953,0.754716981,0.247731889,0.211824589,High
0.281241732,0.654166667,0.327731092,0.025116375,0.160807292,0.316546763,0.381208054,0.632075472,0.113112164,0.731401723,High
0.061557457,0.516666667,0.281512605,0.013430321,0.112630208,0.237410072,0.214765101,0.783018868,0.120920785,0.025450274,High
0.043654643,0.795833333,0.235294118,0.009882383,0.092447917,0.208633094,0.154362416,0.490566038,1,0.072435395,High
0.037128495,1,0.12605042,0.331378457,0.664713542,0.100719424,0.116778523,0.698113208,0.929474159,0.102975724,High
1,0.958333333,0.088235294,1,1,0,0.093959732,0.688679245,0.808824193,0.837901331,High
0.328512214,0.670833333,0.428571429,0.503526337,0.775390625,0.356115108,0.068456376,0.773584906,0.613766644,0.118637431,High
0.050533557,0.754166667,0.365546218,0.099941678,0.36328125,0.323741007,0.051006711,0.669811321,0.602143986,0.018402506,High
0.166416792,0.883333333,0.239495798,0.059105293,0.263020833,0.161870504,0.034899329,0.660377358,0.107221846,0.265074393,High
0.001322868,0.866666667,0.18907563,0.029431142,0.175130208,0.043165468,0.158389262,0.490566038,0.054570074,0.001957713,High
0.019049299,0.6375,0.054621849,0.024511551,0.158854167,0.320143885,0.046979866,0.688679245,0.035499887,0.013312451,High
0.006173384,0.529166667,0.260504202,0.024587154,0.159505208,0.248201439,0.065771812,0.726415094,0.027420447,0,High
0.001322868,0.754166667,0.100840336,0.021968052,0.149739583,0.230215827,0.037583893,0.641509434,0.019273302,0.008613939,High
0.001322868,0.316666667,0.06302521,0.019548758,0.140625,0.136690647,0.025503356,0.641509434,0.014330851,0,High
0.000440956,0.320833333,0.084033613,0.018317511,0.136067708,0.205035971,0.076510067,0.641509434,0.010968179,0.009788567,High
0,0.416666667,0.668067227,0.014904578,0.120442708,0.338129496,0.032214765,0.575471698,0.00807944,0,High
0,0.3,0.239495798,0.014677769,0.119140625,0.496402878,0.013422819,0.632075472,0.005935455,0,High
0.001322868,0.208333333,0.466386555,0.011972265,0.104817708,0.449640288,0.123489933,0.632075472,0.003926879,0,High
0,0.2875,0.462184874,0.011167633,0.100260417,0.464028777,0.04966443,0.377358491,0.009681787,0,High
0.001322868,0.354166667,0.369747899,0.012965903,0.110677083,0.341726619,0.132885906,0.028301887,0.003610923,0.041895067,High
0.009612841,0.404166667,0.705882353,0.010789619,0.098307292,0.334532374,0.28590604,0.113207547,0.003272399,0.013703994,High
0,0.216666667,0.470588235,0.011178434,0.100260417,0.316546763,0.229530201,0.226415094,0.002663056,0.001174628,High
0.023458859,0.3625,0.386554622,0.009925585,0.093098958,0.496402878,0.108724832,0.594339623,0.004378244,0.189898199,High
0.062262986,0.254166667,0.537815126,0.016152027,0.126302083,0.345323741,0.081879195,0.273584906,0.003949447,0.006264683,High
0.020460358,0.5,0.5,0.013781335,0.114583333,0.370503597,0.259060403,0,0.018505981,0.193813626,High
0.096128406,0.308333333,0.575630252,0.036440614,0.197265625,0.456834532,0.244295302,0.301886792,0.044685173,0,High
0.141194109,0.845833333,0.43697479,0.038444092,0.203125,0.302158273,0.122147651,0.29245283,0.120627398,0.001566171,High
0.041008907,0.533333333,0.533613445,0.022956291,0.153645833,0.449640288,0.077852349,0.216981132,0.058970887,0.053249804,High
0.067466267,0.929166667,0.361344538,0.026174816,0.1640625,0.442446043,0.069798658,0.405660377,0.097630332,0.22083007,High
0.016315372,0.1625,0.428571429,0.026520429,0.165364583,0.471223022,0.275167785,0.264150943,0.092191379,0,High
0.043213687,0.229166667,0.432773109,0.025375585,0.161458333,0.449640288,0.340939597,0.41509434,0.027578425,0.025450274,High
0.083340683,0.104166667,0.575630252,0.012722894,0.109375,0.388489209,0.440268456,0.377358491,0.020672534,0.070086139,High
0.02866214,0.354166667,0.638655462,0.011831859,0.104166667,0.388489209,0.35704698,0.41509434,0.011938614,0.019577134,High
0.160684364,0.229166667,0.5,0.012771496,0.109375,0.435251799,0.272483221,0.547169811,0.013789212,0.088097103,High
0.01763824,0.154166667,0.554621849,0.011011027,0.099609375,0.604316547,0.191946309,0.58490566,0.017490408,0.070477682,High
0.079989417,0.508333333,0.542016807,0.011929063,0.104817708,0.568345324,0.174496644,0.698113208,0.014579102,0.164447925,High
0.007055296,0.3375,0.659663866,0.014272754,0.1171875,0.611510791,0.24295302,0.613207547,0.045136538,0.027407987,High
0.086868331,0.3375,0.735294118,0.035274169,0.193359375,0.460431655,0.465771812,0.669811321,0.167027759,0.050900548,High
0.08977864,0.429166667,0.533613445,0.033729709,0.188802083,0.651079137,0.413422819,0.575471698,0.180546152,0.154659358,High
0.149660464,0.370833333,0.470588235,0.027244057,0.16796875,0.428057554,0.417449664,0.698113208,0.106499661,0.014878622,High
0.230179028,0.375,0.630252101,0.017642485,0.1328125,0.68705036,0.699328859,0.669811321,0.053689912,0.101801096,High
0.083781639,0.204166667,0.878151261,0.024241541,0.158203125,0.413669065,0.716778523,0.622641509,0.303362672,0.093970243,High
0.005291472,0.4875,0.886554622,0.028291698,0.171223958,0.395683453,0.475167785,0.745283019,0.400677048,0.014095536,High
0.067113502,0.275,0.764705882,0.031083606,0.180338542,0.392086331,0.44966443,0.198113208,0.069826224,0.029365701,Low
0.073727842,0.391666667,0.495798319,0.024684358,0.159505208,0.769784173,0.790604027,0.849056604,0.174655834,0.020360219,High
0.135020725,0.3125,0.789915966,0.095437903,0.352864583,0.64028777,0.540939597,0.886792453,0.325660122,0.188332028,High
0.168445189,0.229166667,0.861344538,0.044459925,0.220703125,0.561151079,0.332885906,0.924528302,0.207289551,0.098668755,High
0.010141988,0.266666667,0.542016807,0.027098251,0.167317708,0.539568345,0.342281879,0.716981132,0.128142631,0.032889585,High
0.066407972,0.4375,0.605042017,0.033540701,0.188151042,0.392086331,0.990604027,0.849056604,0.147054841,0.00587314,High
0.064996913,0.4375,0.806722689,0.038217283,0.202473958,0.431654676,0.961073826,0.849056604,0.193184383,0.135082224,High
0.087926625,0.325,0.294117647,0.066265971,0.283854167,0.377697842,0.910067114,0.632075472,0.145655608,0.208692247,High
0.104153805,0.320833333,0.483193277,0.04537256,0.223307292,0.388489209,0.789261745,0.773584906,0.235612729,0.104541895,High
0.042949114,0.466666667,0.399159664,0.039729341,0.20703125,0.323741007,0.779865772,0.70754717,0.553938163,0.037196554,High
0.075844431,0.316666667,0.504201681,0.058532871,0.261067708,0.428057554,0.318120805,0.764150943,0.718957346,0.157008614,High
0.26563189,0.645833333,0.214285714,0.054612319,0.249348958,0.428057554,0.205369128,0.669811321,0.303949447,0.500391543,High
0.082458771,0.558333333,0.214285714,0.045437363,0.223307292,0.276978417,0.159731544,0.273584906,0.21069736,0.119420517,High
0.018872916,0.575,0.218487395,0.040420568,0.208984375,0.079136691,0.131543624,0.773584906,0.117445272,0.066953798,High
0.105388482,0.770833333,0.210084034,0.031596626,0.182291667,0.294964029,0.099328859,0.537735849,0.205935455,0.197729052,High
0.004674134,0.804166667,0.331932773,0.158690557,0.475260417,0.208633094,0.077852349,0.754716981,0.071270594,0,High
0.062880325,0.779166667,0.18907563,0.049120306,0.233723958,0.21942446,0.061744966,0.754716981,0.087677725,0,High
0.000529147,0.529166667,0.474789916,0.028491505,0.171875,0.305755396,0.046979866,0.660377358,0.088106522,0,High
0.025134492,0.583333333,0.357142857,0.038849107,0.204427083,0.330935252,0.036241611,0.754716981,0.583322049,0,High
0.116941529,0.558333333,0.327731092,0.0386547,0.203776042,0.40647482,0.022818792,0.669811321,0.205077861,0.320673453,Low
0.549607549,0.3,0.596638655,0.070575338,0.295572917,0.478417266,0.055033557,0.726415094,0.180613857,0.055990603,High
0.060410971,0.245833333,0.487394958,0.068998477,0.291666667,0.258992806,0.02147651,0.669811321,0.094628752,0.092012529,High
0.007496252,0.4375,0.819327731,0.035446975,0.194010417,0.410071942,0.018791946,0.641509434,0.065876777,0.007830854,High
0.012787724,0.3125,0.18907563,0.022313666,0.151041667,0.305755396,0.012080537,0.698113208,0.074994358,0.001957713,High
0.013052297,0.204166667,0.319327731,0.026174816,0.164713542,0.327338129,0.026845638,0.669811321,0.038140375,0.036413469,High
0.00370403,0.295833333,0.323529412,0.016125026,0.126302083,0.302158273,0.017449664,0.669811321,0.030128639,0.001957713,High
0,0.316666667,0.432773109,0.013948741,0.115234375,0.320143885,0.091275168,0.396226415,0.024915369,0,Low
0,0.279166667,0.12605042,0.012285477,0.106770833,0.618705036,0.220134228,0.594339623,0.025863236,0,High
0.014992504,0.1625,0.289915966,0.011702254,0.103515625,0.575539568,0.35704698,0.622641509,0.019634394,0.007830854,Low
