WLmean_5721442,RHmean_GK48617,SFmean_5721442,RFmean_5920012,TXmean_GK48617,SFmean_6019411,RFmean_6121001,TNmean_KB48615,TMmean_GK48617,RHmean_KB48615,Cases
0.082256035,0.676112127,0.00894233,0.014955971,0.419407895,0.039271906,0.050663622,0.550691244,0.150753769,0.368455074,Low
0.065095527,0.625228519,0.006370186,0.023715231,0.378289474,0.092389423,0.012273441,0.529953917,0.203517588,0.410471881,Low
0.045303741,0.582571602,0.003971485,0.008153567,0.557565789,0.037385672,0.013557871,0.555299539,0.334170854,0.287653523,Low
0.072417344,0.750152346,0.007679855,0.028374412,0.601973684,0.049280129,0.002140716,0.647465438,0.24120603,0.164188752,Low
0.078251916,0.862279098,0.008279236,0.038251875,0.458881579,0.079632996,0.107606679,0.559907834,0.14321608,0.349709114,Low
0.119437135,0.806825107,0.01627058,0.041932628,0.467105263,0.108698318,0.052233481,0.599078341,0.185929648,0.429217841,Low
0.068756435,0.5984156,0.006922371,0.024693659,0.648026316,0.041645027,0.100613672,0.48156682,0.027638191,0.268907563,Low
0.079853564,0.826934796,0.008683935,0.011414993,0.751644737,0.041677486,0.065648637,0.525345622,0.138190955,0.425339367,Low
0.105594326,0.876904326,0.013020004,0.020733355,0.761513158,0.045807005,0.022977023,0.536866359,0.113065327,0.334195217,Low
0.09998856,0.670322974,0.012512654,0.058006802,0.666118421,0.076830693,0.056943057,0.562211982,0.248743719,0.297349709,Low
0.07939595,0.622181596,0.008459758,0.017471928,0.700657895,0.06827231,0.093477951,0.495391705,0.14321608,0.237233355,Low
0.062578652,0.724558196,0.00613185,0.015142338,0.671052632,0.081028737,0.112744398,0.483870968,0.231155779,0.412411118,Low
0.082713648,0.748324193,0.009010763,0.004659181,0.626644737,0.051469315,0.034251463,0.502304147,0.301507538,0.30575307,Low
0.129275827,0.852528946,0.017995568,0.036807529,0.638157895,0.083185464,0.034251463,0.571428571,0.33919598,0.341952165,Low
0.105594326,0.613650213,0.012795826,0.022829986,0.705592105,0.111662916,0.074639646,0.550691244,0.479899497,0.333548804,Low
0.074362201,0.880560634,0.007646819,0.003680753,0.722039474,0.041381748,0.151562723,0.513824885,0.243718593,0.451842275,Low
0.100102963,0.876904326,0.011810624,0.019615152,0.723684211,0.044050607,0.019694591,0.543778802,0.417085427,0.451842275,Low
0.102276627,0.778184034,0.012633002,0.001397754,0.574013158,0.039084365,0.035678607,0.668202765,0.35678392,0.391725921,Low
0.080311177,0.788543571,0.008581286,0.012346829,0.578947368,0.032531233,0.008848295,0.52764977,0.522613065,0.428571429,Low
0.13041986,0.68190128,0.018064002,0.000931836,0.720394737,0.082197265,0.037819324,0.5,0.570351759,0.67291532,Low
0.091751516,0.667276051,0.010509214,0.005823976,0.585526316,0.024546294,0.027115741,0.596774194,0.404522613,0.630252101,Low
0.080311177,0.568555759,0.008581286,0.065228533,0.654605263,0.041453879,0.00999001,0.548387097,0.439698492,0.659987072,High
0.17194829,0.848872639,0.029464027,0.131295718,0.633223684,0.303067024,0.190809191,0.451612903,0.570351759,0.631544926,Low
0.449834115,0.719073735,0.176261471,0.225317989,0.662828947,0.848780259,0.572570287,0.661290323,0.717336683,0.53070459,Low
0.428211875,0.73857404,0.145205783,0.12440013,0.618421053,0.679610635,0.707435422,0.495391705,0.625628141,0.705235941,Low
0.204210045,0.619134674,0.039487129,0.006988771,0.611842105,0.285409273,0.580705009,0.578341014,0.653266332,0.74272786,Low
0.153414941,0.604509445,0.023269643,0.010250198,0.618421053,0.081807756,0.032824319,0.589861751,0.663316583,0.50678733,Low
0.172863517,0.720292504,0.028926,0.047057727,0.659539474,0.135076748,0.032110746,0.578341014,0.66080402,0.723335488,Low
0.120466766,0.733698964,0.015627544,0.000232959,0.588815789,0.048371274,0.127729413,0.615207373,0.461055276,0.946994182,Low
0.119208329,0.620962827,0.015521355,0.002795509,0.608552632,0.03432009,0.010846297,0.605990783,0.640703518,0.597285068,Low
0.224917058,0.402193784,0.052137829,0.083632297,0.623355263,0.153441386,0.00128443,0.564516129,0.731155779,0.758241758,Low
0.18075735,0.49055454,0.031172496,0.001397754,0.574013158,0.106317984,0.067789354,0.626728111,0.688442211,0.535229476,Low
0.519963391,0.505789153,0.23181978,0.196803802,0.325657895,0.754843619,0.008562866,0.589861751,0.650753769,0.422753717,Low
0.242191969,0.50274223,0.053787305,0.015421889,0.463815789,0.207442511,0.415441701,0.631336406,0.454773869,0.526179703,Low
0.185562293,0.474710542,0.032458568,0.01467642,0.399671053,0.081659886,0.054945055,0.642857143,0.525125628,0.315449257,Low
0.132364718,0.560329067,0.019220286,0.000232959,0.473684211,0.050405378,0.026402169,0.585253456,0.587939698,0.392372334,Low
0.086031347,0.513101767,0.009417822,0,0.628289474,0.027940073,0,0.605990783,0.572864322,0.426632191,Low
0.089234641,0.411943936,0.010150529,0.006289894,0.417763158,0.022926945,0,0.642857143,0.628140704,0.444731739,Low
0.09358197,0.305301645,0.010526912,0.022084518,0.444078947,0.02902565,0.001427144,0.799539171,0.605527638,0.755009696,Low
0.097586089,0.300426569,0.011234841,0.027955085,0.460526316,0.080927753,0.037676609,0.658986175,0.645728643,0.414996768,Low
0.104221485,0.472882389,0.012622383,0.029818758,0.328947368,0.074836262,0.055087769,0.612903226,0.512562814,0.455074337,Low
0.120352362,0.460694698,0.01617501,0.023295905,0.129934211,0.071352318,0.00999001,0.741935484,0.515075377,0.388493859,Low
0.140372955,0.332114564,0.020168912,0.044961096,0.3125,0.073025765,0.007849294,0.619815668,0.535175879,0.306399483,Low
0.149639629,0.478366849,0.02249446,0.045659973,0.128289474,0.085486454,0.030683602,0.615207373,0.447236181,0.305106658,Low
0.125157305,0.421084704,0.016991488,0.003727345,0.347039474,0.067922473,0.003567861,0.534562212,0.442211055,0.666451196,Low
0.141059375,0.375380865,0.020278641,0.006755812,0.28125,0.028214172,0.027115741,0.523041475,0.474874372,0.450549451,Low
0.15169889,0.276051188,0.02390324,0.070353632,0.258223684,0.124152457,0.014985015,0.605990783,0.48241206,0.462831286,Low
0.080883194,0.469226082,0.009121672,0.008386526,0.330592105,0.043181425,0.087055801,0.610599078,0.48241206,0.426632191,Low
0.032261755,0.403412553,0.002634678,0,0.412828947,0.021426614,0.007849294,0.661290323,0.324120603,0.450549451,Low
0.036037067,0.446678854,0.003032298,0.030750594,0.273026316,0.0325132,0.005708577,0.661290323,0.414572864,0.414350356,Low
0.047935019,0.438756855,0.004549627,0.015608256,0.297697368,0.026313512,0.022834309,0.460829493,0.394472362,0.323206206,Low
0.092781146,0.555149299,0.011072018,0.029166473,0.208881579,0.056789001,0.062794349,0.557603687,0.394472362,0.360051713,Low
0.077794303,0.510664229,0.008197824,0.009970647,0.425986842,0.030194178,0.011417154,0.571428571,0.587939698,0.365223012,Low
0.054112802,0.463741621,0.005133669,0.013744584,0.508223684,0.019424969,0.01998002,0.488479263,0.434673367,0.36716225,Low
0.085001716,0.47714808,0.009448499,0.013045707,0.610197368,0.022158747,0.00999001,0.642857143,0.434673367,0.462184874,Low
0.120809976,0.709932968,0.01636733,0.081722033,0.779605263,0.055129981,0.082774368,0.562211982,0.429648241,0.372333549,Low
0.104907905,0.501523461,0.012793466,0.045659973,0.820723684,0.06862936,0.108462966,0.536866359,0.304020101,0.405300582,Low
0.106852763,0.566727605,0.013378688,0.013744584,0.472039474,0.059969993,0.104895105,0.50921659,0.075376884,0.436328378,Low
0.119437135,0.587446679,0.015847002,0.026557331,0.674342105,0.081126114,0.030683602,0.589861751,0.336683417,0.429864253,Low
0.106738359,0.38147471,0.013244181,0.024600475,0.661184211,0.075370034,0.071357214,0.580645161,0.145728643,0.320620556,Low
0.165427297,0.565508836,0.027394513,0.023761823,0.784539474,0.149030555,0.001427144,0.550691244,0.33919598,0.414350356,Low
0.123098044,0.596587447,0.017109477,0.015421889,0.842105263,0.086828097,0.096332239,0.513824885,0.231155779,0.521008403,Low
0.039469168,0.424741011,0.003576224,0.023062946,0.838815789,0.030186964,0.000713572,0.594470046,0.22361809,0.468648998,Low
0.073675781,0.655697745,0.0084338,0.109490752,0.746710526,0.048468652,0.049236478,0.624423963,0.326633166,0.334841629,Low
0.044274111,0.981718464,0.003874734,0.011880911,0.628289474,0.025469575,0.020693592,0.633640553,0.422110553,0.457659987,Low
0.052739961,0.664838513,0.004865836,0.073568467,0.730263158,0.018883984,0.021407164,0.603686636,0.301507538,0.374919198,Low
0.11589063,0.831200487,0.01587178,0.109863486,0.634868421,0.098744193,0.083916084,0.64516129,0.268844221,0.511312217,Low
0.159935934,0.458866545,0.027533739,0.017425337,0.751644737,0.124224588,0.078778364,0.610599078,0.198492462,0.294117647,Low
0.126530145,0.460694698,0.01697025,0.104505428,0.809210526,0.075315935,0.104324247,0.580645161,0.407035176,0.480930834,Low
0.160164741,0.542961609,0.025884263,0.003727345,0.672697368,0.071925762,0.085628657,0.465437788,0.472361809,0.316742081,Low
0.156618236,0.371724558,0.025330898,0.203419839,0.611842105,0.235516028,0.026973027,0.576036866,0.577889447,0.352941176,Low
0.170918659,0.371115174,0.030346579,0.156688254,0.597039474,0.184454254,0.370058513,0.479262673,0.721105528,0.480930834,Low
0.527514014,0.626447288,0.226540986,0.467735172,0.71875,0.726387807,0.152133581,0.548387097,0.851758794,0.750484809,High
0.333028258,0.519804997,0.094864915,0.085076644,0.648026316,0.372648518,0.206079635,0.470046083,0.5,0.526179703,Low
0.2364718,0.824497258,0.051839319,0.102967898,0.597039474,0.323422488,0.232624518,0.48156682,0.595477387,0.714285714,Low
0.159707127,0.460085314,0.024864844,0.024227741,0.620065789,0.144818085,0.057228486,0.596774194,0.673366834,0.480284421,Low
0.171147466,0.398537477,0.028330159,0.089689233,0.661184211,0.186693932,0.021407164,0.617511521,0.811557789,0.83904331,Low
0.223429814,0.263254113,0.056923433,0.303918371,0.641447368,0.259734124,0.018410161,0.67281106,0.793969849,0.594053006,High
0.283262785,0.160877514,0.076831591,0.137958347,0.638157895,0.580192014,0.079206508,0.479262673,0.75879397,0.453781513,Low
0.169088205,0.149908592,0.027396872,0,0.549342105,0.105001587,0.026687598,0.566820276,0.768844221,0.677440207,Low
0.138084887,0.564290067,0.01948694,0,0.71875,0.051617185,0,0.633640553,0.673366834,0.508080155,Low
0.118407505,0.365630713,0.015246442,0,0.672697368,0.032336478,0.003567861,0.532258065,0.738693467,0.323852618,High
0.099073333,0.343083486,0.011567568,0,0.671052632,0.02325875,0,0.569124424,0.650753769,0.425985779,High
0.088548221,0.275441804,0.009837861,0.000232959,0.623355263,0.016406273,0.001427144,0.705069124,0.826633166,0.435035553,High
0.081912825,0.315661182,0.008766527,0,0.590460526,0.011959376,0.000713572,0.799539171,0.721105528,0.108597285,High
0.075849445,0.335770871,0.007875716,0,0.235197368,0.008659367,0,0.760368664,0.620603015,0.085972851,Low
0.065324334,0.31261426,0.006394963,0.044169035,0.480263158,0.007425921,0,0.656682028,0.547738693,0.249515191,Low
0.109827251,0.281535649,0.014395747,0.015235522,0.375,0.020038085,0.02611674,0.718894009,0.520100503,0.358112476,High
0.067955611,0.224862888,0.006758367,0.020267437,0.575657895,0.008197726,0.003139717,0.785714286,0.655778894,0.294764059,High
0.08008237,0.371115174,0.008666237,0.000232959,0.152960526,0.009939698,0.052804339,0.737327189,0.484924623,0.180995475,High
0.068870839,0.316879951,0.006973106,0,0.299342105,0.005243948,0,0.668202765,0.5,0.1822883,Low
0.064065896,0.146252285,0.00632889,0.001118203,0.149671053,0.003895092,0.000713572,0.755760369,0.550251256,0.148028442,Low
0.092666743,0.231566118,0.010957569,0.019382193,0.180921053,0.008071497,0,0.702764977,0.623115578,0.18487395,Low
0.074705411,0.276660573,0.007826161,0.005823976,0.320723684,0.003801321,0.001427144,0.675115207,0.565326633,0.226890756,Low
0.059260954,0.341255332,0.005652817,0.092484741,0.261513158,0.003069188,0,0.776497696,0.527638191,0.362637363,High
0.080654387,0.143205362,0.008759448,0.044728137,0.243421053,0.012936755,0.024261453,0.764976959,0.439698492,0.302521008,High
0.097357282,0.365021328,0.011371708,0.017704887,0.199013158,0.008731498,0.054231483,0.642857143,0.610552764,0.182934712,High
0.085344926,0.294942108,0.00934349,0.023528864,0.162828947,0.020863989,0.047095761,0.64516129,0.635678392,0.117000646,Low
0.107310376,0.33150518,0.013320874,0.12207054,0.1875,0.052277186,0.014271443,0.605990783,0.479899497,0.063348416,High
0.087060977,0.156611822,0.009699814,0.039835997,0.215460526,0.048414553,0.052090766,0.670506912,0.467336683,0.048480931,High
0.045532548,0.328458257,0.004002162,0.000232959,0.393092105,0.014923974,0.044241473,0.642857143,0.449748744,0.367808662,High
0.033748999,0.310176721,0.002785703,0.032148348,0.409539474,0.011129865,0.001427144,0.493087558,0.261306533,0.464124111,High
0.046905388,0.398537477,0.004150827,0.071565019,0.430921053,0.038878791,0.024975025,0.470046083,0.43718593,0.382029735,High
0.047134195,0.223644119,0.004193303,0.052835112,0.429276316,0.045525693,0.084915085,0.566820276,0.364321608,0.514544279,High
0.033977806,0.351005485,0.002828178,0.057307925,0.481907895,0.022717765,0.047095761,0.529953917,0.56281407,0.586942469,High
0.020478206,0.296770262,0.001537387,0.068722919,0.534539474,0.013189215,0.112030826,0.647465438,0.14321608,0.568196509,High
0.019791786,0.386349786,0.001490192,0.046638401,0.542763158,0.011476096,0.007849294,0.601382488,0.346733668,0.590820944,High
0.038897151,0.513711152,0.003341427,0.068210409,0.620065789,0.053207681,0.097616669,0.523041475,0.216080402,0.570782159,Low
0.058345727,0.691042048,0.006205002,0.056049946,0.725328947,0.08250743,0.102183531,0.622119816,0.233668342,0.511312217,High
0.073790184,0.447897623,0.00763856,0.018683315,0.804276316,0.149596786,0.032396175,0.610599078,0.296482412,0.50937298,High
0.067955611,0.63741621,0.00693417,0.053347621,0.837171053,0.088238264,0.011845298,0.502304147,0.266331658,0.684550743,High
0.087289784,0.459475929,0.010354649,0.072124121,0.866776316,0.080567097,0.093477951,0.624423963,0.183417085,0.672268908,High
0.064065896,0.828153565,0.006541269,0.035223408,0.914473684,0.038640757,0.016840303,0.592165899,0.213567839,0.632191338,High
0.060176181,0.594759293,0.005808562,0.10301449,0.916118421,0.037609279,0.014414157,0.571428571,0.095477387,0.570135747,High
0.066010754,0.705057892,0.006642739,0.063131901,0.731907895,0.062115901,0.100042814,0.592165899,0.005025126,0.286360698,High
0.099073333,0.728823888,0.012405285,0.20500396,0.799342105,0.113448166,0.006422149,0.569124424,0,0.376858436,High
0.092323533,0.639244363,0.011214783,0.03373247,0.791118421,0.123719669,0.112744398,0.66359447,0.120603015,0.381383323,High
0.112000915,0.522242535,0.014328493,0.114196524,0.722039474,0.13692331,0.063507921,0.52764977,0.326633166,0.314802844,High
0.124013271,0.698354662,0.016794448,0.159343987,0.819078947,0.291832569,0.174825175,0.610599078,0.341708543,0.339366516,High
0.11520421,0.62400975,0.014671839,0.015142338,0.815789474,0.250660002,0.031397174,0.615207373,0.248743719,0.412411118,High
0.108340007,0.327848872,0.013585167,0.17383404,0.723684211,0.226972071,0.032824319,0.569124424,0.256281407,0.346477052,High
0.103992678,0.224253504,0.012589347,0.128733169,0.738486842,0.170976514,0.201655487,0.629032258,0.479899497,0.480930834,High
0.178926896,0.325411335,0.033736381,0.276196245,0.702302632,0.466155977,0.24975025,0.557603687,0.472361809,0.542340013,High
0.142661023,0.243144424,0.021613088,0.089689233,0.695723684,0.202396924,0.684601113,0.612903226,0.577889447,0.588235294,High
0.1216108,0.293723339,0.016065281,0.029119881,0.608552632,0.119665888,0.034965035,0.638248848,0.690954774,0.610859729,High
0.101132594,0.285191956,0.012137452,0.033033593,0.680921053,0.091978274,0.168403026,0.417050691,0.756281407,0.540400776,High
0.486557602,0.158439975,0.228822878,0.92042119,0.618421053,0.766139387,0.089767375,0.147465438,0.783919598,0.735294118,High
1,0.113345521,1,0.413315939,0.697368421,1,1,0.117511521,0.866834171,0.97446671,High
0.600846585,0.139549055,0.31830045,0.061920514,0.636513158,0.670536513,0.182674468,0,0.93718593,0.868131868,High
0.331655417,0.185252894,0.094457856,0.222569072,0.59375,0.418484376,0.027258456,0.426267281,0.924623116,0.532643827,High
0.26553026,0.305301645,0.063638144,0.000931836,0.625,0.347128451,0.117739403,0.546082949,0.655778894,0.50678733,High
0.210731038,0.243144424,0.041465792,0.012579788,0.652960526,0.089958597,0.002854289,0.276497696,0.836683417,0.74789916,High
0.196201808,0.070688604,0.036024173,0.003261427,0.659539474,0.051721775,0.013557871,0.179723502,0.743718593,0.735617324,High
0.194485757,0.047531993,0.035417714,0.001397754,0.636513158,0.036945671,0.000713572,0.552995392,0.683417085,0.602456367,High
0.187278343,0.175502742,0.032893945,0.000698877,0.598684211,0.026710234,0.003567861,0.599078341,0.824120603,0.583063995,High
0.172062693,0.102985984,0.028199192,0.000232959,0.546052632,0.019241034,0,0.631336406,0.814070352,0.607627666,High
0.166342524,0.127361365,0.026548537,0,0.526315789,0.014520038,0,0.771889401,0.613065327,0.388493859,High
0.147694772,0.360755637,0.021718098,0,0.524671053,0.011108226,0,0.638248848,0.663316583,0.410471881,High
0.14357625,0.138939671,0.020742335,0.000698877,0.597039474,0.008237399,0.000713572,0.767281106,0.713567839,0.351648352,High
0.132936735,0.345521024,0.018232725,0,0.389802632,0.005911163,0.000713572,0.82718894,0.653266332,0.157078216,High
0.127559776,0.481413772,0.017091778,0.001863672,0.100328947,0.004169191,0,0.907834101,0.670854271,0.229476406,High
0.136368837,0.356489945,0.019027966,0.007454689,0.123355263,0.007173461,0.000713572,0.83640553,0.585427136,0.363283775,High
0.120924379,0.436319318,0.015711316,0,0.439144737,0.003455091,0.02997003,0.741935484,0.487437186,0.441499677,High
0.12298364,0.440585009,0.01617383,0.01467642,0.539473684,0.003617387,0.004281433,0.746543779,0.620603015,0.418875242,High
0.117263471,0.333942718,0.014995127,0.038671202,0.407894737,0.002668859,0.08991009,0.792626728,0.58040201,0.212669683,High
0.127674179,0.39488117,0.017327755,0.011182034,0.077302632,0.003105254,0.018552876,0.718894009,0.464824121,0.38332256,High
0.134195172,0.480195003,0.018572531,0.050785072,0.208881579,0.00311968,0.044955045,0.82718894,0.424623116,0.290239173,High
0.173778744,0.42047532,0.029873446,0.099054186,0.151315789,0.009254451,0,0.937788018,0.484924623,0.442792502,High
0.191396865,0.447288239,0.035243091,0.022783395,0.185855263,0.039344038,0.00128443,0.688940092,0.540201005,0.288299935,High
0.181558174,0.483241926,0.031206713,0.066626287,0.276315789,0.091145157,0.024404167,0.647465438,0.58040201,0.497737557,High
0.170575449,0.299817185,0.028282964,0.009085403,0.184210526,0.037284688,0.024975025,0.788018433,0.472361809,0.492566257,High
0.162910422,0.419865935,0.026062425,0.029119881,0.287828947,0.050069967,0.013557871,0.668202765,0.459798995,0.449256626,High
0.173435534,0.443631932,0.029119501,0.065741043,0.231907895,0.062765083,0.020693592,0.548387097,0.487437186,0.197802198,High
0.132593525,0.468616697,0.018204408,0.015375297,0.264802632,0.020918088,0.060653632,0.571428571,0.414572864,0.183581125,High
0.127102162,0.45155393,0.016986769,0.121790989,0.396381579,0.017160045,0.001427144,0.444700461,0.555276382,0.155138979,High
0.128360599,0.436928702,0.017302977,0.027955085,0.488486842,0.011880031,0.048522906,0.488479263,0.354271357,0.34324499,High
0.119894749,0.388787325,0.015515455,0.055537437,0.595394737,0.009734124,0.06993007,0.594470046,0.168341709,0.205559147,High
0.127330969,0.502132846,0.017048123,0.00386712,0.476973684,0.013182002,0.047095761,0.502304147,0.128140704,0.185520362,High
0.134423979,0.628884826,0.018663382,0.086660765,0.597039474,0.011468883,0.001427144,0.370967742,0.384422111,0.502262443,High
0.174007551,0.586837294,0.029847488,0.075245772,0.539473684,0.027647941,0.037819324,0.495391705,0.489949749,0.393018746,High
0.189566411,0.565508836,0.035142801,0.210827936,0.625,0.077858565,0.100613672,0.467741935,0.33919598,0.338720103,High
0.181901384,0.447288239,0.03154062,0.232632903,0.643092105,0.142610866,0.029256458,0.596774194,0.077889447,0.43956044,High
0.157876673,0.631322364,0.024369294,0.05227601,0.615131579,0.095397299,0.128442986,0.511520737,0.329145729,0.380090498,High
0.175609198,0.751371115,0.029538359,0.006289894,0.667763158,0.047732912,0.040673612,0.550691244,0.09798995,0.279896574,High
0.195400984,0.829981718,0.03595338,0.093929087,0.564144737,0.151565971,0.104895105,0.49078341,0.173366834,0.21978022,High
0.175037181,0.524680073,0.030287585,0.057028374,0.807565789,0.198491012,0.015698587,0.502304147,0.133165829,0.524240465,Low
0.162567212,0.432053626,0.025920839,0.146111914,0.851973684,0.06236836,0.025688597,0.608294931,0.08040201,0.290239173,High
0.313350875,0.458866545,0.08577392,0.183059218,0.884868421,0.147840388,0.07992008,0.498847926,0.150753769,0.339366516,High
0.226518705,0.862279098,0.048153366,0.007920608,0.728618421,0.170110938,0.072070786,0.541474654,0.128140704,0.337427279,High
0.206955726,0.606946984,0.040019256,0.068862694,0.8125,0.163294527,0.04995005,0.532258065,0.09798995,0.281835811,High
0.20203638,0.555149299,0.038612836,0.065554675,0.820723684,0.098333045,0.043527901,0.619815668,0.344221106,0.223658694,High
0.219883309,0.644119439,0.045063254,0.104831571,0.603618421,0.111951441,0.053232482,0.675115207,0.331658291,0.282482224,High
0.269305571,0.301645338,0.065262842,0.125099008,0.766447368,0.175077181,0.228913943,0.456221198,0.452261307,0.290885585,High
0.25912367,0.407678245,0.060691978,0.044308811,0.777960526,0.122781961,0.097902098,0.504608295,0.344221106,0.375565611,High
0.241734355,0.33150518,0.053547789,0.091086987,0.689144737,0.142419718,0.02997003,0.741935484,0.444723618,0.307692308,High
0.272165656,0.387568556,0.06639435,0.211387038,0.661184211,0.27648302,0.132010846,0.470046083,0.512562814,0.393018746,High
0.267017504,0.188909202,0.064248143,0.085915296,0.550986842,0.529779422,0.322962752,0.624423963,0.565326633,0.359405301,High
0.245166457,0.284582572,0.055069837,0.026091413,0.659539474,0.238678987,0.101898102,0.398617512,0.64321608,0.625727214,High
0.23715822,0.291285801,0.051747288,0.112053301,0.570723684,0.141647913,0.037533895,0.384792627,0.585427136,0.595992243,High
0.213934332,0.208409506,0.042669272,0.005684201,0.684210526,0.090351712,0.136434994,0.347926267,0.690954774,0.515837104,High
0.422720513,0.149908592,0.14393033,0.05073848,0.731907895,0.139447907,0.065363208,0.640552995,0.625628141,0.639948287,High
0.248484155,0.216331505,0.056440861,0.000465918,0.652960526,0.058401137,0.020979021,0.264976959,0.851758794,0.683904331,High
0.206726919,0.220597197,0.039934304,0.018170806,0.661184211,0.04587553,0,0.679723502,0.798994975,0.617323853,High
0.219654502,0.326630103,0.045007799,0.061967106,0.666118421,0.058556219,0.027115741,0.433179724,0.814070352,0.526826115,High
0.219997712,0.227909811,0.045229617,0.412756837,0.661184211,0.320955596,0.13986014,0.50921659,0.640703518,0.470588235,Low
0.234641345,0.306520414,0.051939609,0.059171598,0.618421053,0.178283418,0.039389182,0.47235023,0.851758794,0.449256626,High
0.264386226,0.393662401,0.063323116,0.009085403,0.590460526,0.130748868,0.083630655,0.396313364,0.751256281,0.206851972,High
0.218968081,0.460694698,0.044623157,0.01160136,0.633223684,0.08899925,0.007849294,0.762672811,0.542713568,0.330963154,High
0.183503032,0.185862279,0.031701084,0.012533197,0.587171053,0.063096887,0.004995005,0.721198157,0.816582915,0.422107304,High
0.184532662,0.301035953,0.032322882,0.004239855,0.577302632,0.058112611,0.030683602,0.857142857,0.701005025,0.300581771,High
0.156160622,0.240706886,0.02380531,0,0.419407895,0.038817479,0,0.769585253,0.575376884,0.266321913,High
